location,trap_set_date,week_ending_saturday,epi_week,year,site_type,lat,lon,lga_code_2011,lga_name_2011,lga_code_2016,lga_name_2016,lga_name_2020,lhd,virus
Central Coast,25/03/2024,30/03/2024,12,2024,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Ross River
Newcastle,45599,16/03/2024,12,2024,Coastal,-32.8665,151.7618,15900,Newcastle,15900,Newcastle,Newcastle,Hunter New England,Ross River
Kempsey,31/03/2025,05/04/2025,12,2025,Coastal,-31.06,152.82,14350,Kempsey,14350,Kempsey,Kempsey,Mid North Coast,Ross River
Condobolin,33666,07/03/1992,12,1992,Inland,-33.0885,147.1473,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Ross River
Condobolin,17/03/1992,21/03/1992,12,1992,Inland,-33.0885,147.1473,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Ross River
Lake Cargelligo,17/03/1992,21/03/1992,12,1992,Inland,-33.2984,146.374,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Ross River
Boggabilla,14/03/1994,19/03/1994,12,1994,Inland,-28.6053,150.3605,15300,Moree Plains,15300,Moree Plains,Moree Plains,Hunter New England,Ross River
Fords Bridge,28/03/2000,01/04/2000,12,2000,Inland,-29.7526,145.4248,11150,Bourke,11150,Bourke,Bourke,Western NSW,Ross River
Griffith,20/03/2000,25/03/2000,12,2000,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Menindee,38049,06/03/2004,12,2004,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Ross River
Griffith,40758,12/03/2011,12,2011,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,19/03/2012,24/03/2012,12,2012,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,13/03/2012,17/03/2012,12,2012,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Griffith,41946,15/03/2014,12,2014,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,17/03/2014,22/03/2014,12,2014,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,41976,15/03/2014,12,2014,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Leeton,42066,07/03/2015,12,2015,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Macquarie Marshes,42219,14/03/2015,12,2015,Inland,-30.6959,147.6304,10950,Bogan,10950,Bogan,Bogan,Western NSW,Ross River
Leeton,42372,05/03/2016,12,2016,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Narrandera,13/03/2023,18/03/2023,12,2023,Inland,-34.7479,146.5504,15800,Narrandera,15800,Narrandera,Narrandera,Murrumbidgee,Ross River
Griffith,45599,16/03/2024,12,2024,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Temora,45599,16/03/2024,12,2024,Inland,-34.37,147.52,17350,Temora,17350,Temora,Temora,Murrumbidgee,Ross River
Hawkesbury,30/03/1999,03/04/1999,12,1999,Sydney,-33.2263,150.8609,13800,Hawkesbury,13800,Hawkesbury,Hawkesbury,Nepean Blue Mountains,Ross River
Georges River - East,17/03/2009,21/03/2009,12,2009,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - East,31/03/2009,04/04/2009,12,2009,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - East,18/03/2010,20/03/2010,12,2010,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Hawkesbury,24/03/2010,27/03/2010,12,2010,Sydney,-33.2263,150.8609,13800,Hawkesbury,13800,Hawkesbury,Hawkesbury,Nepean Blue Mountains,Ross River
Ryde,24/03/2010,27/03/2010,12,2010,Sydney,-33.813,151.105,16700,Ryde,16700,Ryde,Ryde,Northern Sydney,Ross River
Bankstown,41762,08/03/2014,12,2014,Sydney,-33.9182,151.035,10350,Bankstown,11570,Canterbury-Bankstown,Canterbury-Bankstown,South Western Sydney,Ross River
Georges River - East,41762,08/03/2014,12,2014,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - East,41946,15/03/2014,12,2014,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - East,17/03/2014,22/03/2014,12,2014,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - All,17/03/2015,21/03/2015,12,2015,Sydney,-33.977203,151.026151,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - West,31/03/2015,04/04/2015,12,2015,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Hawkesbury,42066,07/03/2015,12,2015,Sydney,-33.2263,150.8609,13800,Hawkesbury,13800,Hawkesbury,Hawkesbury,Nepean Blue Mountains,Ross River
Homebush,17/03/2015,21/03/2015,12,2015,Sydney,-33.864,151.0819,17100,Strathfield,17100,Strathfield,Strathfield,Sydney,Ross River
Georges River - All,42769,04/03/2017,12,2017,Sydney,-33.977203,151.026151,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - All,13/03/2017,18/03/2017,12,2017,Sydney,-33.977203,151.026151,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - West,19/03/2017,25/03/2017,12,2017,Sydney,-33.97309,151.011178,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Northern Beaches,30/03/2020,04/04/2020,12,2020,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Ross River
Hawkesbury,29/03/2022,02/04/2022,12,2022,Sydney,-33.2263,150.8609,13800,Hawkesbury,13800,Hawkesbury,Hawkesbury,Nepean Blue Mountains,Ross River
Northern Beaches,28/03/2022,02/04/2022,12,2022,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Ross River
Penrith,45415,09/03/2024,12,2024,Sydney,-33.7507,150.6877,16350,Penrith,16350,Penrith,Penrith,Nepean Blue Mountains,Ross River
Port Stephens,24/04/1990,28/04/1990,16,1990,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Ballina,33607,04/04/1992,16,1992,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Ross River
Port Macquarie,19/04/2005,23/04/2005,16,2005,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Port Stephens,38476,09/04/2005,16,2005,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,17/04/2007,21/04/2007,16,2007,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Byron Bay,24/04/2012,28/04/2012,16,2012,Coastal,-29.01,153.52,11350,Byron,11350,Byron,Byron,Northern NSW,Ross River
Port Stephens,15/04/2014,19/04/2014,16,2014,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Port Stephens,29/04/2014,03/05/2014,16,2014,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Central Coast,26/04/2018,28/04/2018,16,2018,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Ross River
Ballina,17/04/2019,20/04/2019,16,2019,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Ross River
Ballina,23/04/2019,27/04/2019,16,2019,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Ross River
Ballina,43986,11/04/2020,16,2020,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Ross River
Central Coast,43834,04/04/2020,16,2020,Coastal,-33.232,151.2173,11650,Central Coast,11650,Central Coast,Central Coast,Central Coast,Ross River
Port Macquarie,27/04/2020,02/05/2020,16,2020,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Port Macquarie,26/04/2022,30/04/2022,16,2022,Coastal,-31.38,152.9,16380,Port Macquarie-Hastings,16380,Port Macquarie-Hastings,Port Macquarie-Hastings,Mid North Coast,Ross River
Coffs Harbour,22/04/2025,26/04/2025,16,2025,Coastal,-30.3,153.1094,11800,Coffs Harbour,11800,Coffs Harbour,Coffs Harbour,Northern NSW,Ross River
Kempsey,28/04/2025,03/05/2025,16,2025,Coastal,-31.06,152.82,14350,Kempsey,14350,Kempsey,Kempsey,Mid North Coast,Ross River
Newcastle,45842,12/04/2025,16,2025,Coastal,-32.8665,151.7618,15900,Newcastle,15900,Newcastle,Newcastle,Hunter New England,Ross River
Condobolin,33789,11/04/1992,16,1992,Inland,-33.0885,147.1473,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Ross River
Fords Bridge,36620,08/04/2000,16,2000,Inland,-29.7526,145.4248,11150,Bourke,11150,Bourke,Bourke,Western NSW,Ross River
Griffith,40943,07/04/2012,16,2012,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,17/04/2012,21/04/2012,16,2012,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Leeton,41674,05/04/2014,16,2014,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Homebush,37199,14/04/2001,16,2001,Sydney,-33.864,151.0819,17100,Strathfield,17100,Strathfield,Strathfield,Sydney,Ross River
Georges River - East,39998,11/04/2009,16,2009,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Blacktown,17/04/2014,19/04/2014,16,2014,Sydney,-33.7668,150.9053,10750,Blacktown,10750,Blacktown,Blacktown,Western Sydney,Ross River
Georges River - East,29/04/2014,03/05/2014,16,2014,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Northern Beaches,43986,11/04/2020,16,2020,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Ross River
Northern Beaches,27/04/2020,02/05/2020,16,2020,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Ross River
Northern Beaches,44655,09/04/2022,16,2022,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Ross River
Northern Beaches,44899,16/04/2022,16,2022,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Ross River
Port Stephens,39145,07/04/2007,17,2007,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Byron Bay,41490,13/04/2013,17,2013,Coastal,-29.01,153.52,11350,Byron,11350,Byron,Byron,Northern NSW,Ross River
Tweed,42220,11/04/2015,17,2015,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Ross River
Leeton,40972,07/04/2012,17,2012,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Georges River - East,14/04/2009,18/04/2009,17,2009,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Northern Beaches,20/04/2020,25/04/2020,17,2020,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Ross River
Port Stephens,29/05/1989,03/06/1989,20,1989,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Nyngan,28/05/1990,02/06/1990,20,1990,Inland,-30.6959,147.6304,10950,Bogan,10950,Bogan,Bogan,Western NSW,Ross River
Northern Beaches,44870,14/05/2022,20,2022,Sydney,-33.676,151.2569,18000,Warringah,15990,Northern Beaches,Northern Beaches,Northern Sydney,Ross River
Griffith,16/11/1998,21/11/1998,46,1998,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Forbes,15/11/2016,19/11/2016,46,2016,Inland,-33.3799,148.0067,12900,Forbes,12900,Forbes,Forbes,Western NSW,Ross River
Griffith,21/11/2016,26/11/2016,46,2016,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,15/11/2022,19/11/2022,46,2022,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,35837,07/11/1998,47,1998,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Menindee,36018,14/11/1998,47,1998,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Ross River
Forbes,29/11/2016,03/12/2016,47,2016,Inland,-33.3799,148.0067,12900,Forbes,12900,Forbes,Forbes,Western NSW,Ross River
Griffith,42380,05/11/2016,47,2016,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,30/11/2016,03/12/2016,47,2016,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,16/11/2016,19/11/2016,47,2016,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Leeton,29/11/2016,03/12/2016,47,2016,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Murray-Mathoura,42593,12/11/2016,47,2016,Inland,-35.818,144.912,15500,Murray,15520,Murray River,Murray River,Murrumbidgee,Ross River
Port Stephens,18/12/2007,22/12/2007,51,2007,Coastal,-32.7685,151.8409,16400,Port Stephens,16400,Port Stephens,Port Stephens,Hunter New England,Ross River
Wentworth,18/12/1990,22/12/1990,51,1990,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Ross River
Griffith,29/12/1992,02/01/1993,51,1992,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,34315,18/12/1993,51,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,30/12/1996,04/01/1997,51,1996,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Menindee,13/12/2005,17/12/2005,51,2005,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Ross River
Albury,42502,10/12/2016,51,2016,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Ross River
Albury,19/12/2016,24/12/2016,51,2016,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Ross River
Forbes,42502,10/12/2016,51,2016,Inland,-33.3799,148.0067,12900,Forbes,12900,Forbes,Forbes,Western NSW,Ross River
Griffith,42502,10/12/2016,51,2016,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,42716,17/12/2016,51,2016,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Leeton,42563,10/12/2016,51,2016,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Leeton,13/12/2016,17/12/2016,51,2016,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Ross River
Murray-Mathoura,13/12/2016,17/12/2016,51,2016,Inland,-35.818,144.912,15500,Murray,15520,Murray River,Murray River,Murrumbidgee,Ross River
Temora,44693,10/12/2022,51,2022,Inland,-34.37,147.52,17350,Temora,17350,Temora,Temora,Murrumbidgee,Ross River
Griffith,19/12/2024,21/12/2024,51,2024,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Bankstown,17/12/2014,20/12/2014,51,2014,Sydney,-33.9182,151.035,10350,Bankstown,11570,Canterbury-Bankstown,Canterbury-Bankstown,South Western Sydney,Ross River
Georges River - East,42594,10/12/2016,51,2016,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Georges River - East,29/12/2016,31/12/2016,51,2016,Sydney,-33.98247,151.035506,17150,Sutherland,17150,Sutherland,Sutherland,South Eastern Sydney,Ross River
Griffith,20/12/2005,24/12/2005,52,2005,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Ross River
Griffith,17/01/1989,21/01/1989,3,1989,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,32721,14/01/1989,3,1989,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Griffith,33117,13/01/1990,3,1990,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Wentworth,33451,12/01/1991,3,1991,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Sindbis
Griffith,23/01/1994,29/01/1994,3,1994,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,36251,09/01/1999,3,1999,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,36465,16/01/1999,3,1999,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,18/01/1999,23/01/1999,3,1999,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,36281,09/01/1999,3,1999,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Albury,16/01/2001,20/01/2001,3,2001,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Sindbis
Griffith,16/01/2001,20/01/2001,3,2001,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,23/01/2001,27/01/2001,3,2001,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Macquarie Marshes,21/01/2001,27/01/2001,3,2001,Inland,-30.6959,147.6304,10950,Bogan,10950,Bogan,Bogan,Western NSW,Sindbis
Griffith,38991,14/01/2006,3,2006,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,17/01/2006,21/01/2006,3,2006,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,24/01/2006,28/01/2006,3,2006,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,39022,14/01/2006,3,2006,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Leeton,18/01/2006,21/01/2006,3,2006,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Leeton,24/01/2006,28/01/2006,3,2006,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Albury,40848,15/01/2011,3,2011,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Sindbis
Bourke,17/01/2011,22/01/2011,3,2011,Inland,-30.0888,145.9378,11150,Bourke,11150,Bourke,Bourke,Far West,Sindbis
Leeton,40664,08/01/2011,3,2011,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Griffith,43009,14/01/2017,3,2017,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,22/01/2017,28/01/2017,3,2017,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,23/01/2017,28/01/2017,3,2017,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,17/01/2017,21/01/2017,3,2017,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Griffith,31/01/1994,05/02/1994,4,1994,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,30/01/2001,03/02/2001,4,2001,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Griffith,31/01/2006,04/02/2006,4,2006,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,42795,07/01/2017,4,2017,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,30/01/2017,04/02/2017,4,2017,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Ballina,34579,12/02/1994,7,1994,Coastal,-29.21,153.44,10250,Ballina,10250,Ballina,Ballina,Northern NSW,Sindbis
Batemans Bay,21/02/1996,24/02/1996,7,1996,Coastal,-35.7162,150.1795,12750,Eurobodalla,12750,Eurobodalla,Eurobodalla,Southern NSW,Sindbis
Leeton,27/02/1989,04/03/1989,7,1989,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Griffith,15/02/1990,17/02/1990,7,1990,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,26/02/1990,03/03/1990,7,1990,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,15/02/1993,20/02/1993,7,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Menindee,15/02/1993,20/02/1993,7,1993,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Sindbis
Wentworth,16/02/1993,20/02/1993,7,1993,Inland,-34.1071,141.9178,18200,Wentworth,18200,Wentworth,Wentworth,Far West,Sindbis
Wee Waa,15/02/1994,19/02/1994,7,1994,Inland,-30.2244,149.4392,15750,Narrabri,15750,Narrabri,Narrabri,Hunter New England,Sindbis
Griffith,15/02/1999,20/02/1999,7,1999,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,22/02/1999,27/02/1999,7,1999,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Albury,15/02/2001,17/02/2001,7,2001,Inland,-36.0737,146.9135,10050,Albury,10050,Albury,Albury,Murrumbidgee,Sindbis
Griffith,15/02/2001,17/02/2001,7,2001,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,15/02/2006,18/02/2006,7,2006,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,40788,12/02/2011,7,2011,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Menindee,27/02/2012,03/03/2012,7,2012,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Sindbis
Tweed,19/02/2024,24/02/2024,8,2024,Coastal,-28.256,153.55,17550,Tweed,17550,Tweed,Tweed,Northern NSW,Sindbis
Griffith,32541,04/02/1989,8,1989,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,32691,11/02/1989,8,1989,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,14/02/1989,18/02/1989,8,1989,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,20/02/1989,25/02/1989,8,1989,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,33026,10/02/1990,8,1990,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,20/02/1990,24/02/1990,8,1990,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Condobolin,34030,06/02/1993,8,1993,Inland,-33.0885,147.1473,14600,Lachlan,14600,Lachlan,Lachlan,Western NSW,Sindbis
Griffith,33971,06/02/1993,8,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,34183,13/02/1993,8,1993,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Menindee,34183,13/02/1993,8,1993,Inland,-32.4,142.43,11700,Central Darling,11700,Central Darling,Central Darling,Far West,Sindbis
Griffith,34487,12/02/1994,8,1994,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,13/02/1994,19/02/1994,8,1994,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,20/02/1994,26/02/1994,8,1994,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,13/02/1994,19/02/1994,8,1994,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Bourke,18/02/1996,24/02/1996,8,1996,Inland,-30.0888,145.9378,11150,Bourke,11150,Bourke,Bourke,Far West,Sindbis
Deniliquin,14/02/1996,17/02/1996,8,1996,Inland,-35.53,144.99,12500,Deniliquin,12730,Edward River,Edward River,Murrumbidgee,Sindbis
Griffith,19/02/1996,24/02/1996,8,1996,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,37044,10/02/2001,8,2001,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Griffith,22/02/2001,24/02/2001,8,2001,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,28/02/2001,03/03/2001,8,2001,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Griffith,22/02/2006,25/02/2006,8,2006,Inland,-34.2801,146.0455,13450,Griffith,13450,Griffith,Griffith,Murrumbidgee,Sindbis
Leeton,38719,04/02/2006,8,2006,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
Leeton,14/02/2006,18/02/2006,8,2006,Inland,-34.525,146.3998,14750,Leeton,14750,Leeton,Leeton,Murrumbidgee,Sindbis
